,country_region_code,country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
66636,GB,United Kingdom,Lisburn and Castlereagh,2020-03-17,-12.0,5.0,,-53.0,-54.0,19.0
66637,GB,United Kingdom,Lisburn and Castlereagh,2020-03-18,-18.0,9.0,,-35.0,-22.0,11.0
66638,GB,United Kingdom,Lisburn and Castlereagh,2020-03-19,-21.0,9.0,,-38.0,-26.0,14.0
66639,GB,United Kingdom,Lisburn and Castlereagh,2020-03-20,-27.0,3.0,,-34.0,-29.0,14.0
66640,GB,United Kingdom,Lisburn and Castlereagh,2020-03-21,-47.0,5.0,-43.0,-46.0,-22.0,
66641,GB,United Kingdom,Lisburn and Castlereagh,2020-03-22,-54.0,-18.0,-30.0,-38.0,-33.0,
66642,GB,United Kingdom,Lisburn and Castlereagh,2020-03-23,-36.0,-10.0,,-50.0,-44.0,18.0
66643,GB,United Kingdom,Lisburn and Castlereagh,2020-03-24,-69.0,-20.0,,-60.0,-58.0,26.0
66644,GB,United Kingdom,Lisburn and Castlereagh,2020-03-25,-74.0,-26.0,-67.0,-64.0,-65.0,29.0
66645,GB,United Kingdom,Lisburn and Castlereagh,2020-03-26,-75.0,-28.0,,-65.0,-68.0,30.0
66646,GB,United Kingdom,Lisburn and Castlereagh,2020-03-27,-77.0,-29.0,,-67.0,-68.0,30.0
66647,GB,United Kingdom,Lisburn and Castlereagh,2020-03-28,-82.0,-30.0,-76.0,-67.0,-59.0,
66648,GB,United Kingdom,Lisburn and Castlereagh,2020-03-29,-87.0,-45.0,-79.0,-61.0,-56.0,
66649,GB,United Kingdom,Lisburn and Castlereagh,2020-03-30,-74.0,-34.0,,-71.0,-70.0,28.0
66650,GB,United Kingdom,Lisburn and Castlereagh,2020-03-31,-73.0,-30.0,,-71.0,-71.0,30.0
66651,GB,United Kingdom,Lisburn and Castlereagh,2020-04-01,-75.0,-31.0,-73.0,-70.0,-71.0,31.0
66652,GB,United Kingdom,Lisburn and Castlereagh,2020-04-02,-75.0,-30.0,,-72.0,-71.0,32.0
66653,GB,United Kingdom,Lisburn and Castlereagh,2020-04-03,-75.0,-30.0,,-66.0,-71.0,31.0
66654,GB,United Kingdom,Lisburn and Castlereagh,2020-04-04,-82.0,-32.0,-76.0,-66.0,-58.0,
66655,GB,United Kingdom,Lisburn and Castlereagh,2020-04-05,-83.0,-43.0,-81.0,-62.0,-54.0,
66656,GB,United Kingdom,Lisburn and Castlereagh,2020-04-06,-70.0,-31.0,,-69.0,-71.0,28.0
66657,GB,United Kingdom,Lisburn and Castlereagh,2020-04-07,-70.0,-29.0,,-68.0,-72.0,30.0
66658,GB,United Kingdom,Lisburn and Castlereagh,2020-04-08,-71.0,-28.0,-67.0,-68.0,-72.0,29.0
66659,GB,United Kingdom,Lisburn and Castlereagh,2020-04-09,-68.0,-23.0,,-66.0,-72.0,31.0
66660,GB,United Kingdom,Lisburn and Castlereagh,2020-04-10,-73.0,-28.0,,-67.0,-74.0,31.0
66661,GB,United Kingdom,Lisburn and Castlereagh,2020-04-11,-79.0,-26.0,-78.0,-62.0,-57.0,
66662,GB,United Kingdom,Lisburn and Castlereagh,2020-04-12,-94.0,-62.0,-81.0,-59.0,-60.0,
66663,GB,United Kingdom,Lisburn and Castlereagh,2020-04-13,-77.0,-45.0,,-76.0,-85.0,
66664,GB,United Kingdom,Lisburn and Castlereagh,2020-04-14,-73.0,-33.0,,-72.0,-81.0,
66665,GB,United Kingdom,Lisburn and Castlereagh,2020-04-15,-69.0,-27.0,-67.0,-61.0,-72.0,30.0
66666,GB,United Kingdom,Lisburn and Castlereagh,2020-04-16,-70.0,-28.0,,-65.0,-72.0,31.0
66667,GB,United Kingdom,Lisburn and Castlereagh,2020-04-17,-72.0,-28.0,,-68.0,-72.0,31.0
66668,GB,United Kingdom,Lisburn and Castlereagh,2020-04-18,-80.0,-32.0,-82.0,-54.0,-54.0,
66669,GB,United Kingdom,Lisburn and Castlereagh,2020-04-19,-82.0,-42.0,-75.0,-51.0,-52.0,
66670,GB,United Kingdom,Lisburn and Castlereagh,2020-04-20,-69.0,-31.0,,-57.0,-68.0,27.0
66671,GB,United Kingdom,Lisburn and Castlereagh,2020-04-21,-70.0,-28.0,,-59.0,-69.0,29.0
66672,GB,United Kingdom,Lisburn and Castlereagh,2020-04-22,-70.0,-28.0,,-56.0,-68.0,29.0
66673,GB,United Kingdom,Lisburn and Castlereagh,2020-04-23,-69.0,-28.0,,-54.0,-68.0,30.0
66674,GB,United Kingdom,Lisburn and Castlereagh,2020-04-24,-69.0,-27.0,,-56.0,-68.0,29.0
66675,GB,United Kingdom,Lisburn and Castlereagh,2020-04-25,-76.0,-27.0,-59.0,-41.0,-52.0,
66676,GB,United Kingdom,Lisburn and Castlereagh,2020-04-26,-79.0,-38.0,-54.0,,-51.0,
66677,GB,United Kingdom,Lisburn and Castlereagh,2020-04-27,-65.0,-28.0,,-50.0,-66.0,26.0
66678,GB,United Kingdom,Lisburn and Castlereagh,2020-04-28,-66.0,-25.0,,-52.0,-67.0,26.0
66679,GB,United Kingdom,Lisburn and Castlereagh,2020-04-29,-70.0,-30.0,-69.0,-54.0,-67.0,29.0
66680,GB,United Kingdom,Lisburn and Castlereagh,2020-04-30,-69.0,-25.0,,-56.0,-67.0,30.0
66681,GB,United Kingdom,Lisburn and Castlereagh,2020-05-01,-70.0,-25.0,,-54.0,-66.0,29.0
66682,GB,United Kingdom,Lisburn and Castlereagh,2020-05-02,-76.0,-24.0,-52.0,-45.0,-49.0,
66683,GB,United Kingdom,Lisburn and Castlereagh,2020-05-03,-79.0,-34.0,-50.0,-40.0,-46.0,
66684,GB,United Kingdom,Lisburn and Castlereagh,2020-05-04,-64.0,-27.0,,-54.0,-65.0,26.0
66685,GB,United Kingdom,Lisburn and Castlereagh,2020-05-05,-65.0,-23.0,,-57.0,-65.0,27.0
66686,GB,United Kingdom,Lisburn and Castlereagh,2020-05-06,-64.0,-21.0,,-55.0,-64.0,27.0
66687,GB,United Kingdom,Lisburn and Castlereagh,2020-05-07,-63.0,-15.0,,-55.0,-64.0,28.0
66688,GB,United Kingdom,Lisburn and Castlereagh,2020-05-08,-70.0,-29.0,,-61.0,-77.0,
66689,GB,United Kingdom,Lisburn and Castlereagh,2020-05-09,-75.0,-23.0,-48.0,-55.0,-48.0,
66690,GB,United Kingdom,Lisburn and Castlereagh,2020-05-10,-76.0,-31.0,-50.0,-55.0,-44.0,
66691,GB,United Kingdom,Lisburn and Castlereagh,2020-05-11,-59.0,-21.0,,-50.0,-64.0,25.0
66692,GB,United Kingdom,Lisburn and Castlereagh,2020-05-12,-62.0,-22.0,,-54.0,-63.0,27.0
66693,GB,United Kingdom,Lisburn and Castlereagh,2020-05-13,-61.0,-21.0,,-46.0,-62.0,26.0
66694,GB,United Kingdom,Lisburn and Castlereagh,2020-05-14,-62.0,-19.0,,-51.0,-62.0,26.0
66695,GB,United Kingdom,Lisburn and Castlereagh,2020-05-15,-65.0,-21.0,,-58.0,-62.0,26.0
66696,GB,United Kingdom,Lisburn and Castlereagh,2020-05-16,-72.0,-23.0,-53.0,-55.0,-44.0,
66697,GB,United Kingdom,Lisburn and Castlereagh,2020-05-17,-75.0,-32.0,-53.0,-59.0,-41.0,
66698,GB,United Kingdom,Lisburn and Castlereagh,2020-05-18,-57.0,-23.0,,-49.0,-61.0,24.0
66699,GB,United Kingdom,Lisburn and Castlereagh,2020-05-19,-58.0,-19.0,,-45.0,-61.0,25.0
66700,GB,United Kingdom,Lisburn and Castlereagh,2020-05-20,-60.0,-18.0,,-38.0,-60.0,24.0
66701,GB,United Kingdom,Lisburn and Castlereagh,2020-05-21,-57.0,-14.0,,-44.0,-60.0,25.0
66702,GB,United Kingdom,Lisburn and Castlereagh,2020-05-22,-61.0,-20.0,,-52.0,-61.0,26.0
66703,GB,United Kingdom,Lisburn and Castlereagh,2020-05-23,-70.0,-19.0,-49.0,-48.0,-35.0,
66704,GB,United Kingdom,Lisburn and Castlereagh,2020-05-24,-69.0,-27.0,-19.0,-42.0,-32.0,
66705,GB,United Kingdom,Lisburn and Castlereagh,2020-05-25,-53.0,-23.0,,-49.0,-68.0,23.0
66706,GB,United Kingdom,Lisburn and Castlereagh,2020-05-26,-55.0,-16.0,,-38.0,-58.0,22.0
66707,GB,United Kingdom,Lisburn and Castlereagh,2020-05-27,-54.0,-13.0,,-38.0,-57.0,23.0
66708,GB,United Kingdom,Lisburn and Castlereagh,2020-05-28,-56.0,-7.0,,-38.0,-57.0,24.0
66709,GB,United Kingdom,Lisburn and Castlereagh,2020-05-29,-57.0,-9.0,,-44.0,-58.0,23.0
66710,GB,United Kingdom,Lisburn and Castlereagh,2020-05-30,-66.0,-10.0,-22.0,-39.0,-26.0,
66711,GB,United Kingdom,Lisburn and Castlereagh,2020-05-31,-66.0,-18.0,-27.0,-34.0,-25.0,
66712,GB,United Kingdom,Lisburn and Castlereagh,2020-06-01,-49.0,-11.0,,-43.0,-55.0,19.0
66713,GB,United Kingdom,Lisburn and Castlereagh,2020-06-02,-53.0,-13.0,,-42.0,-57.0,22.0
66714,GB,United Kingdom,Lisburn and Castlereagh,2020-06-03,-52.0,-15.0,,-40.0,-55.0,22.0
66715,GB,United Kingdom,Lisburn and Castlereagh,2020-06-04,-52.0,-13.0,,-38.0,-55.0,24.0
66716,GB,United Kingdom,Lisburn and Castlereagh,2020-06-05,-55.0,-16.0,,-42.0,-55.0,23.0
66717,GB,United Kingdom,Lisburn and Castlereagh,2020-06-06,-66.0,-17.0,-58.0,-45.0,-30.0,
66718,GB,United Kingdom,Lisburn and Castlereagh,2020-06-07,-61.0,-19.0,-5.0,-28.0,-22.0,
66719,GB,United Kingdom,Lisburn and Castlereagh,2020-06-08,-42.0,-18.0,,-36.0,-53.0,20.0
66720,GB,United Kingdom,Lisburn and Castlereagh,2020-06-09,-47.0,-15.0,,-38.0,-53.0,22.0
66721,GB,United Kingdom,Lisburn and Castlereagh,2020-06-10,-48.0,-15.0,,-35.0,-53.0,22.0
66722,GB,United Kingdom,Lisburn and Castlereagh,2020-06-11,-47.0,-10.0,,-30.0,-52.0,21.0
66723,GB,United Kingdom,Lisburn and Castlereagh,2020-06-12,-48.0,-16.0,,-37.0,-53.0,22.0
66724,GB,United Kingdom,Lisburn and Castlereagh,2020-06-13,-55.0,-13.0,-3.0,-30.0,-16.0,
66725,GB,United Kingdom,Lisburn and Castlereagh,2020-06-14,-58.0,-19.0,7.0,-19.0,-15.0,
66726,GB,United Kingdom,Luton,2020-02-15,-12.0,-5.0,-50.0,-16.0,-2.0,2.0
66727,GB,United Kingdom,Luton,2020-02-16,-4.0,-7.0,-35.0,-5.0,-4.0,1.0
66728,GB,United Kingdom,Luton,2020-02-17,9.0,0.0,,7.0,-15.0,2.0
66729,GB,United Kingdom,Luton,2020-02-18,9.0,-2.0,,7.0,-14.0,2.0
66730,GB,United Kingdom,Luton,2020-02-19,2.0,-6.0,,4.0,-15.0,3.0
66731,GB,United Kingdom,Luton,2020-02-20,2.0,-7.0,,4.0,-17.0,3.0
66732,GB,United Kingdom,Luton,2020-02-21,3.0,-5.0,,-5.0,-16.0,3.0
66733,GB,United Kingdom,Luton,2020-02-22,-3.0,-1.0,-4.0,-5.0,-2.0,0.0
66734,GB,United Kingdom,Luton,2020-02-23,-1.0,-3.0,-15.0,-2.0,-2.0,0.0
66735,GB,United Kingdom,Luton,2020-02-24,-3.0,-1.0,,5.0,-1.0,1.0
66736,GB,United Kingdom,Luton,2020-02-25,2.0,3.0,,9.0,2.0,0.0
66737,GB,United Kingdom,Luton,2020-02-26,-2.0,-2.0,,8.0,1.0,1.0
66738,GB,United Kingdom,Luton,2020-02-27,-4.0,1.0,,6.0,-1.0,1.0
66739,GB,United Kingdom,Luton,2020-02-28,1.0,1.0,,1.0,1.0,1.0
66740,GB,United Kingdom,Luton,2020-02-29,7.0,7.0,-10.0,2.0,4.0,0.0
66741,GB,United Kingdom,Luton,2020-03-01,5.0,2.0,,2.0,2.0,0.0
66742,GB,United Kingdom,Luton,2020-03-02,4.0,5.0,,5.0,2.0,0.0
66743,GB,United Kingdom,Luton,2020-03-03,2.0,4.0,,1.0,3.0,0.0
66744,GB,United Kingdom,Luton,2020-03-04,0.0,5.0,,0.0,3.0,0.0
66745,GB,United Kingdom,Luton,2020-03-05,-4.0,-2.0,,-1.0,2.0,1.0
66746,GB,United Kingdom,Luton,2020-03-06,3.0,6.0,,-3.0,3.0,0.0
66747,GB,United Kingdom,Luton,2020-03-07,-3.0,3.0,10.0,-6.0,3.0,0.0
66748,GB,United Kingdom,Luton,2020-03-08,2.0,5.0,,-5.0,3.0,0.0
66749,GB,United Kingdom,Luton,2020-03-09,-1.0,4.0,,-4.0,3.0,1.0
66750,GB,United Kingdom,Luton,2020-03-10,-1.0,8.0,,-4.0,3.0,1.0
66751,GB,United Kingdom,Luton,2020-03-11,-1.0,9.0,,-9.0,3.0,0.0
66752,GB,United Kingdom,Luton,2020-03-12,-3.0,13.0,,-16.0,2.0,1.0
66753,GB,United Kingdom,Luton,2020-03-13,-2.0,13.0,,-25.0,0.0,2.0
66754,GB,United Kingdom,Luton,2020-03-14,-8.0,18.0,-4.0,-30.0,0.0,2.0
66755,GB,United Kingdom,Luton,2020-03-15,-11.0,13.0,-24.0,-40.0,0.0,3.0
66756,GB,United Kingdom,Luton,2020-03-16,-4.0,27.0,,-36.0,-5.0,3.0
66757,GB,United Kingdom,Luton,2020-03-17,-9.0,29.0,,-42.0,-9.0,6.0
66758,GB,United Kingdom,Luton,2020-03-18,-16.0,33.0,,-52.0,-15.0,8.0
66759,GB,United Kingdom,Luton,2020-03-19,-14.0,40.0,,-58.0,-22.0,10.0
66760,GB,United Kingdom,Luton,2020-03-20,-23.0,16.0,,-64.0,-26.0,12.0
66761,GB,United Kingdom,Luton,2020-03-21,-41.0,9.0,-6.0,-73.0,-19.0,10.0
66762,GB,United Kingdom,Luton,2020-03-22,-50.0,-6.0,,-79.0,-23.0,9.0
66763,GB,United Kingdom,Luton,2020-03-23,-43.0,-4.0,,-73.0,-42.0,17.0
66764,GB,United Kingdom,Luton,2020-03-24,-65.0,-13.0,,-75.0,-53.0,22.0
66765,GB,United Kingdom,Luton,2020-03-25,-69.0,-20.0,,-81.0,-59.0,25.0
66766,GB,United Kingdom,Luton,2020-03-26,-69.0,-22.0,,-83.0,-61.0,26.0
66767,GB,United Kingdom,Luton,2020-03-27,-71.0,-22.0,,-86.0,-61.0,27.0
66768,GB,United Kingdom,Luton,2020-03-28,-77.0,-30.0,-48.0,-87.0,-51.0,19.0
66769,GB,United Kingdom,Luton,2020-03-29,-79.0,-39.0,-41.0,-90.0,-49.0,
66770,GB,United Kingdom,Luton,2020-03-30,-71.0,-26.0,,-85.0,-64.0,26.0
66771,GB,United Kingdom,Luton,2020-03-31,-68.0,-22.0,,-83.0,-64.0,26.0
66772,GB,United Kingdom,Luton,2020-04-01,-71.0,-26.0,,-84.0,-64.0,27.0
66773,GB,United Kingdom,Luton,2020-04-02,-71.0,-26.0,,-86.0,-65.0,28.0
66774,GB,United Kingdom,Luton,2020-04-03,-71.0,-27.0,,-86.0,-64.0,28.0
66775,GB,United Kingdom,Luton,2020-04-04,-74.0,-26.0,2.0,-87.0,-50.0,19.0
66776,GB,United Kingdom,Luton,2020-04-05,-73.0,-30.0,,-88.0,-46.0,
66777,GB,United Kingdom,Luton,2020-04-06,-68.0,-27.0,,-88.0,-65.0,27.0
66778,GB,United Kingdom,Luton,2020-04-07,-68.0,-25.0,,-85.0,-66.0,27.0
66779,GB,United Kingdom,Luton,2020-04-08,-69.0,-23.0,,-85.0,-66.0,27.0
66780,GB,United Kingdom,Luton,2020-04-09,-66.0,-14.0,,-86.0,-66.0,27.0
66781,GB,United Kingdom,Luton,2020-04-10,-70.0,-26.0,,-91.0,-77.0,31.0
66782,GB,United Kingdom,Luton,2020-04-11,-73.0,-23.0,4.0,-89.0,-52.0,19.0
66783,GB,United Kingdom,Luton,2020-04-12,-83.0,-49.0,9.0,-91.0,-52.0,
66784,GB,United Kingdom,Luton,2020-04-13,-75.0,-37.0,,-92.0,-79.0,31.0
66785,GB,United Kingdom,Luton,2020-04-14,-64.0,-19.0,,-85.0,-65.0,26.0
66786,GB,United Kingdom,Luton,2020-04-15,-66.0,-22.0,,-85.0,-64.0,26.0
66787,GB,United Kingdom,Luton,2020-04-16,-67.0,-22.0,,-87.0,-64.0,27.0
66788,GB,United Kingdom,Luton,2020-04-17,-69.0,-24.0,,-89.0,-63.0,28.0
66789,GB,United Kingdom,Luton,2020-04-18,-74.0,-26.0,-29.0,-89.0,-48.0,19.0
66790,GB,United Kingdom,Luton,2020-04-19,-74.0,-30.0,,-91.0,-45.0,
66791,GB,United Kingdom,Luton,2020-04-20,-67.0,-20.0,,-87.0,-62.0,25.0
66792,GB,United Kingdom,Luton,2020-04-21,-67.0,-17.0,,-84.0,-62.0,26.0
66793,GB,United Kingdom,Luton,2020-04-22,-67.0,-19.0,,-84.0,-61.0,26.0
66794,GB,United Kingdom,Luton,2020-04-23,-65.0,-14.0,,-86.0,-61.0,25.0
66795,GB,United Kingdom,Luton,2020-04-24,-68.0,-17.0,,-88.0,-60.0,26.0
66796,GB,United Kingdom,Luton,2020-04-25,-72.0,-19.0,19.0,-89.0,-45.0,18.0
66797,GB,United Kingdom,Luton,2020-04-26,-72.0,-23.0,,-91.0,-42.0,14.0
66798,GB,United Kingdom,Luton,2020-04-27,-68.0,-20.0,,-87.0,-61.0,25.0
66799,GB,United Kingdom,Luton,2020-04-28,-72.0,-25.0,-38.0,-87.0,-63.0,25.0
66800,GB,United Kingdom,Luton,2020-04-29,-70.0,-18.0,-16.0,-86.0,-61.0,26.0
66801,GB,United Kingdom,Luton,2020-04-30,-70.0,-23.0,-19.0,-87.0,-61.0,26.0
66802,GB,United Kingdom,Luton,2020-05-01,-68.0,-20.0,0.0,-86.0,-60.0,26.0
66803,GB,United Kingdom,Luton,2020-05-02,-70.0,-18.0,23.0,-86.0,-43.0,17.0
66804,GB,United Kingdom,Luton,2020-05-03,-72.0,-30.0,5.0,-88.0,-40.0,15.0
66805,GB,United Kingdom,Luton,2020-05-04,-64.0,-17.0,,-84.0,-60.0,24.0
66806,GB,United Kingdom,Luton,2020-05-05,-65.0,-16.0,,-83.0,-59.0,24.0
66807,GB,United Kingdom,Luton,2020-05-06,-65.0,-15.0,,-81.0,-58.0,24.0
66808,GB,United Kingdom,Luton,2020-05-07,-62.0,-7.0,,-83.0,-59.0,24.0
66809,GB,United Kingdom,Luton,2020-05-08,-67.0,-18.0,,-88.0,-73.0,29.0
66810,GB,United Kingdom,Luton,2020-05-09,-68.0,-13.0,44.0,-86.0,-41.0,16.0
66811,GB,United Kingdom,Luton,2020-05-10,-73.0,-31.0,-24.0,-89.0,-36.0,15.0
66812,GB,United Kingdom,Luton,2020-05-11,-63.0,-17.0,,-85.0,-58.0,24.0
66813,GB,United Kingdom,Luton,2020-05-12,-63.0,-12.0,,-82.0,-56.0,23.0
66814,GB,United Kingdom,Luton,2020-05-13,-65.0,-17.0,,-82.0,-56.0,23.0
66815,GB,United Kingdom,Luton,2020-05-14,-60.0,-13.0,,-82.0,-56.0,22.0
66816,GB,United Kingdom,Luton,2020-05-15,-60.0,-11.0,,-83.0,-55.0,23.0
66817,GB,United Kingdom,Luton,2020-05-16,-64.0,-10.0,,-84.0,-35.0,15.0
66818,GB,United Kingdom,Luton,2020-05-17,-64.0,-17.0,,-86.0,-31.0,12.0
66819,GB,United Kingdom,Luton,2020-05-18,-58.0,-10.0,,-82.0,-55.0,21.0
66820,GB,United Kingdom,Luton,2020-05-19,-57.0,-7.0,,-80.0,-53.0,21.0
66821,GB,United Kingdom,Luton,2020-05-20,-57.0,-6.0,,-77.0,-52.0,21.0
66822,GB,United Kingdom,Luton,2020-05-21,-55.0,-4.0,,-80.0,-53.0,21.0
66823,GB,United Kingdom,Luton,2020-05-22,-56.0,-3.0,,-80.0,-51.0,22.0
66824,GB,United Kingdom,Luton,2020-05-23,-60.0,-6.0,3.0,-82.0,-32.0,15.0
66825,GB,United Kingdom,Luton,2020-05-24,-62.0,-22.0,,-82.0,-28.0,10.0
66826,GB,United Kingdom,Luton,2020-05-25,-60.0,-17.0,,-82.0,-72.0,23.0
66827,GB,United Kingdom,Luton,2020-05-26,-52.0,-5.0,,-78.0,-51.0,19.0
66828,GB,United Kingdom,Luton,2020-05-27,-55.0,-8.0,,-76.0,-50.0,20.0
66829,GB,United Kingdom,Luton,2020-05-28,-52.0,-4.0,,-78.0,-50.0,20.0
66830,GB,United Kingdom,Luton,2020-05-29,-52.0,-2.0,,-79.0,-49.0,20.0
66831,GB,United Kingdom,Luton,2020-05-30,-59.0,-2.0,,-78.0,-24.0,11.0
66832,GB,United Kingdom,Luton,2020-05-31,-56.0,-13.0,,-82.0,-18.0,9.0
66833,GB,United Kingdom,Luton,2020-06-01,-49.0,-3.0,,-77.0,-46.0,18.0
66834,GB,United Kingdom,Luton,2020-06-02,-51.0,-5.0,,-74.0,-47.0,18.0
66835,GB,United Kingdom,Luton,2020-06-03,-55.0,-12.0,,-76.0,-46.0,20.0
66836,GB,United Kingdom,Luton,2020-06-04,-53.0,-9.0,,-77.0,-46.0,19.0
66837,GB,United Kingdom,Luton,2020-06-05,-56.0,-11.0,,-78.0,-46.0,20.0
66838,GB,United Kingdom,Luton,2020-06-06,-59.0,-11.0,-13.0,-80.0,-24.0,13.0
66839,GB,United Kingdom,Luton,2020-06-07,-57.0,-19.0,,-82.0,-21.0,10.0
66840,GB,United Kingdom,Luton,2020-06-08,-51.0,-7.0,,-79.0,-45.0,18.0
66841,GB,United Kingdom,Luton,2020-06-09,-52.0,-8.0,,-76.0,-44.0,18.0
66842,GB,United Kingdom,Luton,2020-06-10,-54.0,-13.0,,-78.0,-45.0,20.0
66843,GB,United Kingdom,Luton,2020-06-11,-55.0,-9.0,,-79.0,-45.0,19.0
66844,GB,United Kingdom,Luton,2020-06-12,-54.0,-7.0,,-81.0,-43.0,19.0
66845,GB,United Kingdom,Luton,2020-06-13,-56.0,-2.0,,-79.0,-15.0,10.0
66846,GB,United Kingdom,Luton,2020-06-14,-52.0,-11.0,,-83.0,-12.0,8.0
66847,GB,United Kingdom,Medway,2020-02-15,-11.0,0.0,-31.0,-8.0,-3.0,2.0
66848,GB,United Kingdom,Medway,2020-02-16,-16.0,-8.0,-61.0,-24.0,-7.0,2.0
66849,GB,United Kingdom,Medway,2020-02-17,11.0,6.0,17.0,1.0,-16.0,3.0
66850,GB,United Kingdom,Medway,2020-02-18,14.0,2.0,26.0,0.0,-16.0,3.0
66851,GB,United Kingdom,Medway,2020-02-19,13.0,1.0,12.0,-2.0,-16.0,2.0
66852,GB,United Kingdom,Medway,2020-02-20,9.0,0.0,-14.0,-2.0,-17.0,4.0
66853,GB,United Kingdom,Medway,2020-02-21,8.0,7.0,43.0,-2.0,-17.0,3.0
66854,GB,United Kingdom,Medway,2020-02-22,-2.0,5.0,12.0,8.0,-3.0,0.0
66855,GB,United Kingdom,Medway,2020-02-23,-2.0,3.0,-4.0,3.0,-1.0,0.0
66856,GB,United Kingdom,Medway,2020-02-24,-1.0,6.0,-10.0,0.0,0.0,1.0
66857,GB,United Kingdom,Medway,2020-02-25,5.0,11.0,11.0,1.0,1.0,0.0
66858,GB,United Kingdom,Medway,2020-02-26,4.0,6.0,12.0,0.0,2.0,0.0
66859,GB,United Kingdom,Medway,2020-02-27,0.0,7.0,-12.0,-1.0,1.0,1.0
66860,GB,United Kingdom,Medway,2020-02-28,3.0,9.0,-3.0,2.0,1.0,0.0
66861,GB,United Kingdom,Medway,2020-02-29,3.0,7.0,-19.0,6.0,0.0,0.0
66862,GB,United Kingdom,Medway,2020-03-01,11.0,11.0,31.0,16.0,2.0,-1.0
66863,GB,United Kingdom,Medway,2020-03-02,4.0,11.0,10.0,2.0,2.0,0.0
66864,GB,United Kingdom,Medway,2020-03-03,7.0,8.0,16.0,0.0,2.0,0.0
66865,GB,United Kingdom,Medway,2020-03-04,2.0,7.0,8.0,-1.0,2.0,0.0
66866,GB,United Kingdom,Medway,2020-03-05,-9.0,1.0,-33.0,-6.0,1.0,2.0
66867,GB,United Kingdom,Medway,2020-03-06,4.0,16.0,35.0,7.0,2.0,0.0
66868,GB,United Kingdom,Medway,2020-03-07,0.0,8.0,12.0,6.0,1.0,0.0
66869,GB,United Kingdom,Medway,2020-03-08,4.0,7.0,7.0,-1.0,3.0,0.0
66870,GB,United Kingdom,Medway,2020-03-09,0.0,13.0,13.0,-1.0,1.0,1.0
66871,GB,United Kingdom,Medway,2020-03-10,4.0,11.0,3.0,-4.0,0.0,1.0
66872,GB,United Kingdom,Medway,2020-03-11,3.0,11.0,20.0,-1.0,1.0,1.0
66873,GB,United Kingdom,Medway,2020-03-12,0.0,17.0,12.0,-5.0,0.0,1.0
66874,GB,United Kingdom,Medway,2020-03-13,-3.0,20.0,34.0,-8.0,-1.0,2.0
66875,GB,United Kingdom,Medway,2020-03-14,-7.0,15.0,-4.0,-12.0,-2.0,2.0
66876,GB,United Kingdom,Medway,2020-03-15,-8.0,11.0,-3.0,-11.0,-1.0,2.0
66877,GB,United Kingdom,Medway,2020-03-16,-3.0,32.0,36.0,-12.0,-6.0,3.0
66878,GB,United Kingdom,Medway,2020-03-17,-8.0,31.0,16.0,-22.0,-11.0,6.0
66879,GB,United Kingdom,Medway,2020-03-18,-15.0,39.0,13.0,-29.0,-18.0,9.0
66880,GB,United Kingdom,Medway,2020-03-19,-15.0,42.0,-15.0,-34.0,-21.0,10.0
66881,GB,United Kingdom,Medway,2020-03-20,-24.0,24.0,5.0,-34.0,-23.0,12.0
66882,GB,United Kingdom,Medway,2020-03-21,-43.0,16.0,-7.0,-35.0,-19.0,10.0
66883,GB,United Kingdom,Medway,2020-03-22,-52.0,-3.0,-13.0,-37.0,-26.0,8.0
66884,GB,United Kingdom,Medway,2020-03-23,-39.0,3.0,14.0,-44.0,-41.0,16.0
66885,GB,United Kingdom,Medway,2020-03-24,-68.0,-13.0,-4.0,-60.0,-53.0,23.0
66886,GB,United Kingdom,Medway,2020-03-25,-70.0,-18.0,-7.0,-63.0,-58.0,25.0
66887,GB,United Kingdom,Medway,2020-03-26,-72.0,-21.0,-19.0,-65.0,-61.0,26.0
66888,GB,United Kingdom,Medway,2020-03-27,-74.0,-19.0,-9.0,-66.0,-61.0,27.0
66889,GB,United Kingdom,Medway,2020-03-28,-81.0,-32.0,-50.0,-67.0,-52.0,19.0
66890,GB,United Kingdom,Medway,2020-03-29,-85.0,-40.0,-67.0,-71.0,-51.0,15.0
66891,GB,United Kingdom,Medway,2020-03-30,-71.0,-24.0,-21.0,-67.0,-65.0,26.0
66892,GB,United Kingdom,Medway,2020-03-31,-70.0,-24.0,-7.0,-66.0,-65.0,27.0
66893,GB,United Kingdom,Medway,2020-04-01,-72.0,-25.0,-17.0,-70.0,-65.0,27.0
66894,GB,United Kingdom,Medway,2020-04-02,-72.0,-24.0,-15.0,-68.0,-65.0,28.0
66895,GB,United Kingdom,Medway,2020-04-03,-72.0,-23.0,-4.0,-66.0,-64.0,28.0
66896,GB,United Kingdom,Medway,2020-04-04,-79.0,-29.0,-25.0,-63.0,-53.0,18.0
66897,GB,United Kingdom,Medway,2020-04-05,-80.0,-33.0,-26.0,-63.0,-49.0,14.0
66898,GB,United Kingdom,Medway,2020-04-06,-70.0,-26.0,-10.0,-67.0,-65.0,26.0
