Weekly GroceryExpenditure,Weekly Eating Out Expenditure,Finding affordable foods that fit my budget,"Avoiding foods that contain pesticides, added hormones & antibiotics","Finding convenient, quick-to-make alternatives",Finding foods my children will eat,Losing weight,Finding time to cook at home,"Avoiding certain nutrients or ingredients (i.e. sodium, carbohydrates, trans fats, etc.)",CurrentlyFarm,Age,MaritalStatus,NumberInHousehold,Children<12,CurrentlyOnFoodStamps,Education,Approximate / annual household income before taxes in 2012,0,1,2,3,4,5,6,7,8,9,Cluster,Race,State
7.0,3.0,3.0,1.0,4.0,7.0,6.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,6.0,2.0,-0.9349652135135241,-1.0022242144524167,1.063007092286167,-0.9113020614991546,-0.9118273464848276,-1.3770032329074229,0.6024066182121542,-0.7993767371371177,0.11408653254450894,-0.09004669503780824,6,2.0,21.0
3.0,3.0,3.0,4.0,2.0,7.0,5.0,6.0,1.0,2.0,6.0,4.0,1.0,2.0,2.0,7.0,3.0,-2.411618465324672,-1.1394189382424524,0.36001617059965296,-1.310686580316607,1.3606362328801822,0.28079657208963943,0.9176570602419032,-0.46386167351983204,-1.8737013011517143,0.5507969185108934,1,1.0,38.0
9.0,1.0,1.0,6.0,4.0,7.0,2.0,3.0,5.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,8.0,0.2900036049831284,-1.0022382711794737,-1.4323425450348266,0.560454328256832,-0.4943017193079512,1.585299794384025,0.6453723659904819,-1.4224463809465764,1.0080911736485567,0.5325284103064021,0,1.0,6.0
4.0,2.0,1.0,5.0,3.0,6.0,7.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,5.0,-0.24432548426225512,0.8718334661275464,-1.1785118435378352,-1.1946644901712893,-1.2555594717955227,0.43591853408310033,-0.08006752498497277,-0.4179220608588914,0.1835790355136869,0.7963558000799232,7,1.0,5.0
6.0,7.0,4.0,7.0,2.0,6.0,3.0,5.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,4.0,1.8170838401104734,-0.565952111968153,-0.4126234215033023,0.5913776898838707,-0.12743001841434606,0.3262926912394182,1.610351620215641,0.7368913335056015,-0.9478588614050416,1.7566989001798148,3,1.0,10.0
7.0,5.0,3.0,1.0,4.0,6.0,7.0,5.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,1.441161848343918,0.271527415942917,1.5932496096854334,-0.9711808006625354,-2.02399262263167,-0.9720866652073236,0.708063729194747,0.2903456174046461,0.3992407200961153,0.1707449443672118,6,1.0,5.0
5.0,2.0,3.0,2.0,5.0,7.0,6.0,4.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,4.0,-1.3912596576441347,-1.5034388535583503,0.9824013623188292,-1.0471592333759325,-0.1103296709262909,-0.8006441781887391,-0.36608640307690854,-1.3847498657892445,-0.7735275268625994,0.6386697555056643,6,1.0,39.0
4.0,1.0,1.0,2.0,6.0,7.0,5.0,4.0,3.0,2.0,6.0,4.0,1.0,2.0,2.0,3.0,1.0,-3.067814333711268,0.5913554028500035,1.2578818417231554,-0.9927886100824395,-0.014905660317129222,0.8901715603459628,-1.1865366847081915,-0.7142487605015052,0.592446028762152,-0.007811652082009796,1,1.0,50.0
4.0,3.0,4.0,3.0,1.0,7.0,5.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,4.0,6.0,-1.6715856644596065,-1.3438920608653533,-0.19225342465348708,-0.5791139342855598,-0.07423124960383681,-1.2117782675031372,1.5877646665868623,0.717894267638954,-0.7018297446195941,-0.31231223664357605,6,2.0,5.0
9.0,7.0,5.0,6.0,3.0,2.0,4.0,1.0,7.0,1.0,5.0,2.0,5.0,1.0,2.0,3.0,3.0,4.217333742089702,1.114367466632809,-1.2114632823331941,-0.702430326459902,1.9051453268412466,0.9475657049359015,-0.3045500989928027,0.8437328866456714,1.7928278186393987,-0.1554298556617314,5,1.0,18.0
4.0,1.0,5.0,3.0,4.0,2.0,7.0,6.0,1.0,2.0,7.0,4.0,5.0,1.0,2.0,5.0,3.0,0.48734281751010056,0.19090692267629533,2.1726183168066044,-1.838035717518008,-0.24628457355626035,2.0264920545691254,-0.4797430031141814,0.6416596785084715,-2.8626386981038254,0.4121108888796532,2,1.0,5.0
4.0,3.0,3.0,4.0,5.0,7.0,1.0,2.0,6.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,8.0,0.3923057090927302,-0.924584328371794,-1.299179396755131,1.1610736595460858,0.08997627807904228,0.4530178746250363,-0.8792509577400123,-1.2231958337252757,0.5193299845009296,-0.804317359494075,0,2.0,34.0
3.0,1.0,2.0,1.0,4.0,5.0,6.0,3.0,7.0,2.0,7.0,4.0,1.0,2.0,1.0,2.0,1.0,-2.525737742124411,2.3569046530776685,0.6113884989294547,-2.0848535760682076,1.3816138406056246,0.8994747540340542,-1.3143114644327558,0.4393046840767771,1.2462755856877687,-1.6740285862254871,1,1.0,23.0
7.0,3.0,4.0,1.0,7.0,6.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,1.8854833480979596,0.46598640234066263,1.5259092412056126,-0.09847162918076628,-1.8590753681207783,-0.2269051836489172,-1.749051401035157,-0.07338244621115626,0.7934774317936355,0.14348630220210593,2,1.0,39.0
6.0,3.0,5.0,6.0,2.0,7.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,6.0,0.07598737257164517,-1.3151443154824227,-1.7978399167741148,1.00132953259609,0.4436507925026698,0.25554552973947325,0.4316123774404188,0.566640711664199,-0.16248528346046798,0.08219667722044925,0,1.0,29.0
4.0,1.0,2.0,3.0,6.0,7.0,4.0,5.0,1.0,2.0,6.0,5.0,2.0,2.0,2.0,3.0,2.0,-2.8682404628767304,-0.02161153445292801,1.8835624491720522,-0.6306789860341386,0.31236345135617266,1.6927960113353637,-0.9649600620265651,-0.09574004126439212,-0.09441415029139859,0.8343295434022179,1,1.0,24.0
7.0,1.0,3.0,1.0,4.0,6.0,7.0,5.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,0.9552533468173847,1.9351467270050688,2.6311122480763376,-1.4939014554524406,-0.5239407092847321,0.09788600502662705,0.3396997553235119,0.7992304759764038,0.15860296887668132,0.575384882704219,2,1.0,47.0
6.0,2.0,3.0,5.0,2.0,7.0,6.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,-1.1726950358323809,0.1457671439157351,-1.6372558854559862,-1.7862039127178444,0.29185726050588695,0.5694770031271149,-0.6197021218556075,0.4052634118367909,0.2824525121632472,0.5984906572251444,7,1.0,11.0
9.0,2.0,3.0,7.0,5.0,4.0,2.0,1.0,6.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,0.44205021226448804,0.17198829350452985,-1.8620222561872382,0.6921545915567002,-0.41751300535989705,1.7041829599998886,-1.1041851576390977,-0.22116551001259688,1.2170199572097313,0.4166723922204873,7,1.0,23.0
6.0,1.0,5.0,4.0,3.0,7.0,1.0,6.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,5.0,5.0,-1.4201606102358975,-1.7359509131487953,0.2874546677008977,1.0034716327118849,0.39751311714935134,0.3385669184330217,0.8304959008386147,0.5155461204705697,-0.7339005631564309,-0.12268499037412184,4,1.0,33.0
8.0,3.0,3.0,1.0,5.0,6.0,7.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,-0.5895896562532176,-0.9666944301221693,1.6566857394378245,-2.1549452813647463,-0.7854294794868448,0.9200318884815875,-0.5525197038446112,0.20258082736772592,0.9297357165513522,0.31020687213634296,6,1.0,14.0
1.0,1.0,1.0,5.0,4.0,7.0,2.0,6.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,5.0,1.0,-3.0471054979739685,0.9523469110523821,0.1825836595110193,0.7083086348658348,1.00060130590731,0.7594356649107189,0.15540676761398617,-0.9544702608093762,-1.3126862638562224,0.04742284617415576,1,1.0,43.0
3.0,2.0,4.0,3.0,1.0,7.0,6.0,5.0,2.0,2.0,6.0,5.0,1.0,2.0,2.0,6.0,2.0,-2.733246445876826,-0.6844753309478097,0.14091581108963155,-2.2827144460769317,1.489876433681597,0.5491954680797552,0.3645577763615686,0.42384810993948907,-1.7471979160499085,-0.12686112297053573,1,1.0,21.0
3.0,1.0,4.0,5.0,1.0,6.0,2.0,7.0,3.0,2.0,7.0,4.0,1.0,2.0,1.0,3.0,1.0,-2.9811751106974596,1.172538031931551,0.614716043228469,-0.07690227697828679,2.3941904195715784,1.2596853355509423,1.2752717789488228,1.9967991982320694,-0.7007596280293024,-0.1280796325941851,1,1.0,33.0
4.0,2.0,1.0,5.0,3.0,7.0,2.0,6.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,3.0,3.0,-2.439606905440445,0.37204948186534165,-0.07706555075595506,0.15387551263158594,0.586017271379115,1.9698689997800254,0.8912096512572969,-0.0742769494345626,0.09446351421502452,-0.15495987244420675,1,1.0,10.0
5.0,2.0,3.0,1.0,7.0,2.0,5.0,4.0,6.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,3.0,2.3714600669678636,2.0713435649931915,1.464080763514984,0.14774217788581695,-1.9665175238733634,0.4279978597340714,-1.6286906137332555,-0.6167197462647442,-0.2401193426076039,-1.5084211449439158,2,2.0,11.0
4.0,1.0,4.0,1.0,6.0,7.0,3.0,5.0,2.0,2.0,6.0,4.0,1.0,2.0,2.0,6.0,2.0,-2.564290231044597,-1.1382281280681832,1.831176793508298,-0.33636818412744074,0.8955032349193068,0.44444777533758306,-1.2167064760886872,-0.7457358559174451,-0.7309267600911892,-0.5272800005098942,1,2.0,41.0
3.0,2.0,2.0,1.0,4.0,6.0,7.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,6.0,-0.7083244478049288,0.41126013441969717,-0.04438086994008263,-1.3791157154385705,-1.0320858479336303,-0.6941078327403297,-0.7009460357023349,-0.6159721960887057,0.303797529481553,-1.1075154037762875,6,1.0,10.0
4.0,1.0,1.0,3.0,2.0,7.0,6.0,4.0,5.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,3.0,-2.0400104234112595,0.618224678237182,-0.8223561748689602,-1.2986096908814335,-0.39110327324323063,-0.07977605462574684,0.6469061475398804,-0.655278621632983,0.059431308662439494,-0.7352194308918049,7,1.0,50.0
6.0,5.0,4.0,7.0,2.0,5.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,0.3834940440720782,0.613518178952587,-2.214187650779791,-0.2983492857927376,-1.0528317552215254,-1.1676070754249022,-0.18756320036866442,1.5763434169899515,0.6461167647103189,1.436393347017633,7,1.0,44.0
6.0,3.0,2.0,6.0,3.0,7.0,5.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,0.1408195927115838,2.021256191159617,-1.3336791422152678,0.11908257883863335,-0.20780312200097997,-1.2016568225662607,0.04037206130909583,0.8172690919898755,1.810803818284557,1.4785276760162325,7,1.0,5.0
4.0,2.0,3.0,4.0,6.0,7.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,-1.281949590669958,-0.3661103048296168,0.7219837066846473,1.8917785242228142,-0.46834449644071785,-1.5690081086221364,-0.2727067867740938,-0.7811350554859225,-0.4950130238266284,0.7733723596009027,4,1.0,43.0
3.0,1.0,5.0,4.0,3.0,7.0,1.0,6.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,4.0,-1.8569043589620002,-1.3464348088042981,0.19172640896703927,1.1686750062127604,0.8075216051941515,-0.10281497384366362,0.5261074739350775,0.10584845003944283,-1.655731677104812,-0.31625333085179996,4,1.0,23.0
4.0,1.0,3.0,5.0,6.0,2.0,1.0,7.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,-1.1111429470998424,0.9334382935970138,0.9655916077227544,1.8801727996547695,-0.5164707569306013,1.5144896108972552,-0.3421057579022941,0.39267098398364,-0.5313036991936594,-0.6074887848890103,4,1.0,6.0
6.0,6.0,6.0,3.0,4.0,5.0,1.0,7.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,6.0,1.7047448150798716,-1.3614993481503597,1.4264255094122251,1.3168529201259354,-0.10343982451823652,0.2407570696296953,0.8466169478527727,1.082868064657355,-0.7185589456641249,-0.4061585724119903,3,1.0,39.0
2.0,3.0,1.0,5.0,2.0,7.0,6.0,3.0,4.0,2.0,7.0,2.0,1.0,2.0,2.0,3.0,3.0,-2.6093184786745227,0.6083780773675209,-1.4713778840096368,-1.150715139955786,0.11899097703066004,-0.12234021879558094,0.2756440059797982,-0.1389899870212627,0.11846588538230945,0.2433624794996178,7,1.0,10.0
5.0,2.0,2.0,3.0,5.0,7.0,1.0,6.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,-1.3267518995334164,-0.24667906576969093,0.5796287493290089,1.3559327289808696,-0.10080130370735287,0.16545446030409713,0.44938571467459315,-1.0888422263885709,0.12466900292782558,-0.7411124383456968,4,1.0,11.0
9.0,2.0,4.0,6.0,7.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.2654859303977233,0.8284436883432156,1.1703219161595309,1.5326503994367324,-1.3536157043396901,2.0275734547016278,-0.7827581772706551,0.43182060044280157,-0.3565475561432029,0.8412209369589275,2,1.0,23.0
5.0,5.0,3.0,1.0,5.0,4.0,6.0,7.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,7.0,5.0,1.868352258090165,-0.5424636319831915,2.2390223165863232,-0.7426050496570964,-0.7931973329492895,-0.31492869493639064,0.6799713744286032,-1.4003951963585588,-1.6681726361336373,-0.3056679579618448,3,1.0,34.0
2.0,7.0,6.0,2.0,4.0,7.0,1.0,5.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,3.0,7.0,-0.9759729030939049,-2.3052442985968264,0.49324895975904726,0.8189018675437583,0.7930339187075303,-0.1354236937920476,-0.19066355118214212,1.1133754355118497,0.31655507690102996,-1.1066523837222746,0,1.0,39.0
7.0,8.0,4.0,6.0,2.0,7.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,8.0,3.7519508934913106,0.0538325270976565,-0.8328393959369361,-0.9346873790717806,4.033029022735012,-1.9649878224794977,0.9194902895501366,-0.19699140882681443,1.364030070286604,1.9201040802095832,5,1.0,5.0
4.0,1.0,1.0,5.0,3.0,7.0,6.0,4.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,-2.3878858484701007,0.7127635675997774,-0.30947147529514,-0.7099884865284565,-0.7965082337812694,0.10208653164663267,0.4328579984012715,0.23028002013549106,0.15195640651221934,1.1241382195348293,6,1.0,33.0
8.0,5.0,5.0,2.0,6.0,7.0,3.0,1.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,4.0,-0.29861707007829225,-1.6346264222312887,0.01661326857652917,-0.15257649141499466,-0.3282083154121814,0.07993722177544031,-1.7145100498854873,0.48123258095852184,2.2612286519588602,-0.23736703981445723,0,1.0,43.0
4.0,2.0,5.0,3.0,4.0,7.0,2.0,6.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,-1.704719355298348,-0.4544215185675887,1.1929276737897245,1.1982914126898365,-0.44709232153227546,-0.4945720900338214,0.16182306158212972,1.5204271565450687,-0.23218940948176683,0.06268517260404044,4,1.0,50.0
3.0,3.0,4.0,6.0,5.0,7.0,1.0,2.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,4.0,-1.5294509399307088,-0.5411757997591548,-0.9948584434886562,1.426226425899656,0.41128492701228875,0.3801212435706164,-1.2401661383948905,0.4296561730645747,0.3524593453237257,0.70881817561085,4,1.0,15.0
2.0,1.0,1.0,5.0,2.0,7.0,3.0,4.0,6.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,-2.892103998031263,1.3894660114447757,-1.4252265037951926,-0.3342568164594003,0.8693021057245705,1.220714088873061,0.12101006325858996,-0.11833166784938237,-0.11733259969194101,-0.9047349867066315,1,1.0,23.0
7.0,7.0,5.0,3.0,4.0,7.0,1.0,6.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,-0.1927210691269132,-2.2830513161997743,0.8334778513292718,0.9304309030089537,0.1785829332311351,0.06977835782127563,0.9139573271086163,0.7970844482830672,0.8593986511573863,-0.09552523922597017,0,1.0,10.0
4.0,4.0,3.0,1.0,4.0,5.0,7.0,2.0,6.0,2.0,3.0,2.0,4.0,1.0,1.0,5.0,8.0,2.2971328936537767,0.9776380249304928,0.2696767405390091,-1.6826552247838051,0.4742051004649803,-0.7726636432397089,-0.6877664307156444,-0.7581111062379428,0.22372840986051004,-0.9030170174811332,3,1.0,18.0
5.0,5.0,7.0,1.0,4.0,3.0,2.0,5.0,6.0,2.0,3.0,2.0,4.0,1.0,2.0,6.0,6.0,2.765148618697203,-0.905819756531992,0.5814572829607677,0.44132433150222283,0.06987759841779234,0.20732675399127573,-0.47156177408107247,0.2268008423171726,-1.2133235654873404,-2.4926065517573006,3,1.0,14.0
7.0,4.0,7.0,5.0,6.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,2.0,6.0,3.0,2.561378606838008,-0.669805152746095,0.13613387576005043,0.37799039098090487,0.36419747340253367,1.6567105731479002,-2.326198441159691,0.5131671758765499,-0.8625218755308347,0.7702330857953334,3,1.0,34.0
9.0,3.0,1.0,2.0,4.0,7.0,6.0,3.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,-0.28194224379627914,-0.21836548535526493,-0.4119779275266404,-1.064546813723981,-1.2809608574704954,-0.7753349139146019,0.42488451279156775,-1.3869262764082078,1.6280136814661257,-0.3827847450863912,6,1.0,15.0
7.0,3.0,2.0,5.0,7.0,4.0,1.0,3.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,0.07995407867381242,-0.4399473065315112,-0.5808578861349799,1.2349852053306818,-0.01896861495260965,1.416561546163918,-1.162557832405062,-1.5670116411150148,0.9790414972779878,-0.40258242709043224,4,1.0,48.0
1.0,1.0,1.0,2.0,5.0,6.0,4.0,7.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,5.0,1.0,-2.703230354643513,1.9243348426737958,2.208046494954476,-0.2651607525592237,1.7073253969420252,0.02690262246547453,0.06051707040870714,-0.8733745177746084,-0.8008257274535,-0.3511553517503914,1,1.0,22.0
6.0,2.0,4.0,5.0,7.0,2.0,3.0,6.0,1.0,2.0,7.0,2.0,2.0,2.0,2.0,4.0,5.0,-0.6716462548691035,-1.0477117721290563,1.5900418107787684,0.783878100639709,-0.32090641283860993,1.3975516220327098,-0.7562778419473715,0.004562141966217021,-0.8073118547225782,0.9485418009418252,4,1.0,11.0
3.0,2.0,4.0,7.0,3.0,1.0,6.0,2.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,6.0,5.0,1.1752246043260632,0.967902714504175,-1.755124634170435,-1.0763990149362888,0.6563834061307523,1.0337287365269083,-1.2687532136576374,-0.2935257687514113,-2.536339870196632,0.18845151856030012,2,1.0,10.0
7.0,3.0,6.0,1.0,4.0,7.0,3.0,5.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0,5.0,9.0,-0.043472174616450025,-3.1236787643525696,1.0488886904529617,-0.18257057385678446,-0.04378471051848826,-0.11364382612687626,0.1760018502735484,0.3448050180370777,-0.010779874110019705,-0.6080516031088266,0,1.0,22.0
6.0,2.0,1.0,4.0,3.0,7.0,6.0,5.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,4.0,-1.8130523421034757,-0.12805525039300322,0.18113712957299477,-0.983669344292856,-0.8052155736721446,0.18166602375750837,1.0518812839849587,-0.14031042406674174,0.40970911545878347,0.8535699567972505,6,1.0,36.0
4.0,1.0,2.0,4.0,3.0,7.0,5.0,6.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,5.0,-1.8170767649369277,-1.1526012971053237,0.3683768935726913,-0.5113997673869484,0.19679642569714037,-0.3239136133169372,1.148235610991291,-1.3036069328862918,-1.653719996952602,0.7570617531786189,6,1.0,15.0
2.0,1.0,2.0,5.0,3.0,7.0,1.0,4.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,6.0,5.0,-1.5551940967661015,-0.041018203715746916,-1.6644362117399123,1.1088278832944614,0.8338226471033834,0.2810804377269654,0.20515758155648503,-1.3904709413067744,-0.8098477442023683,-1.094375006858867,4,1.0,14.0
4.0,2.0,3.0,6.0,5.0,1.0,2.0,4.0,7.0,2.0,2.0,1.0,5.0,1.0,2.0,6.0,4.0,2.84080412736971,1.7343432552671236,-0.970971313087533,1.661295744253519,-0.78708227293198,0.9625083788941418,-0.5538305734563614,-1.2819705769964675,-1.7327007846985074,-0.9632935098847343,2,2.0,18.0
4.0,1.0,2.0,5.0,3.0,7.0,6.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,-1.336414218147308,0.8286203613923745,-0.3556336128384395,0.1141458337887511,-1.3213808198625907,-1.6678276966390526,0.5037537588708392,0.20408301547340935,-0.4924787384648067,1.401345568210235,7,1.0,3.0
7.0,2.0,5.0,1.0,3.0,7.0,6.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,6.0,-0.18995827834500822,-1.2457409453499924,-0.5145840725604843,-1.1284345989023021,-0.9052438481681311,-1.6095070034982588,-0.5029998879207956,0.38081676570862205,0.7116064687054846,-0.842493924599217,0,1.0,6.0
6.0,1.0,2.0,6.0,4.0,7.0,1.0,3.0,5.0,2.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,-1.536991920160123,1.369262968653801,-0.6659590452823796,1.0881176364263307,1.1691104723051011,0.8291576738953008,0.05041374347688141,0.3251048743833243,1.5445887258895952,0.5080131752003203,4,1.0,18.0
2.0,1.0,3.0,6.0,5.0,7.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,-2.2933144096824685,0.4304250192071702,-0.19725981263216197,1.877192815891682,0.07673927885765931,0.18429999703016242,-0.6489218409250199,0.22795993079164462,-0.4708161016596365,0.8581491429471284,4,1.0,28.0
9.0,9.0,5.0,2.0,3.0,4.0,7.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,9.0,2.2245150785284764,-3.127983013785687,0.9253186945635464,-1.6790562958418134,-0.33943190798055534,-1.1948728465064482,1.402260937232422,-0.1580565219615822,-0.33580772755978305,0.4012008611041272,3,1.0,41.0
7.0,7.0,1.0,4.0,2.0,7.0,5.0,3.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,0.19129694470307354,0.07661404408248752,-1.9233504890830164,-0.5796001045931157,-0.5147071184877278,-1.3359112202470855,1.2191032572172218,-0.9453387117213753,1.550938663931227,-0.4869772389607223,7,1.0,10.0
6.0,4.0,3.0,7.0,5.0,4.0,2.0,6.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,0.2892632216096316,0.08891416026798711,0.44645178608401226,1.7318580811006972,-0.6658136086435582,0.476414174994923,0.5722526066288669,0.2332964484718334,-0.6042724236061399,1.6416758153063857,4,1.0,33.0
4.0,2.0,2.0,4.0,5.0,7.0,6.0,1.0,3.0,2.0,4.0,5.0,1.0,2.0,2.0,5.0,3.0,-1.9643136483925807,0.01860826832483929,-0.4303492984705831,-1.732273927002114,0.8232721605320006,0.6594319257432085,-1.918120474028733,-0.8928317113291169,-0.031992445700446404,0.8683946085942917,1,1.0,5.0
4.0,5.0,6.0,3.0,7.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,2.5459583508213304,1.1281985541833728,1.8393716297273088,0.2101535300248779,3.4562035731416025,-2.023170499426228,-2.1191555009487573,0.3146942525970245,1.0267057884159818,1.1961143195355617,5,6.0,48.0
5.0,5.0,4.0,5.0,3.0,7.0,2.0,1.0,6.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,-0.3053925230919094,-0.24609556061060678,-2.1880837765621277,0.4911341726131126,0.21621964001002525,-0.02511745259426473,-0.6987453862693964,0.6128880742674514,1.3673325739810727,-0.5338025725636837,7,1.0,43.0
4.0,2.0,4.0,6.0,2.0,7.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,3.0,-0.7217472129722391,-0.24114995136295933,-2.8923899631000762,0.5225478292185709,0.5819914487659257,-1.5144661091098468,-0.3810019986350186,-0.6682670008821663,-0.7334411580992968,-0.08177629416668684,7,1.0,36.0
4.0,2.0,4.0,6.0,1.0,7.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,-0.15235750211207547,0.36259498901238296,-2.790356169731894,0.8096949904232508,-0.10666408172512004,-1.5932602052761466,0.3283805123236212,0.23456297506039947,-0.5668725805869285,-0.2175659964263578,7,1.0,11.0
6.0,3.0,6.0,4.0,5.0,3.0,1.0,7.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,5.0,5.0,2.147071839786312,-0.48726737851116797,1.5683922764722447,1.7889058468567365,-0.46705825873721796,0.6262761102144647,0.242435065381431,0.5978575531893657,-1.8290841418540928,-0.1459436686249266,3,1.0,44.0
4.0,1.0,2.0,4.0,6.0,7.0,1.0,5.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,4.0,-1.7966976467143903,-0.8079018812265273,0.4604006882459996,1.3791786352944453,0.3347493059838014,0.49447024609384244,-0.2738058657705848,-1.655376373380744,-0.4244928296568762,0.03879551959594773,4,1.0,18.0
4.0,4.0,2.0,7.0,4.0,6.0,5.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,5.0,2.0,-1.404956282479983,-0.07506575668809716,-0.9614333570039895,0.20944206933727627,-0.19235674594473184,-0.892380349819227,0.031527818423956515,-0.4958551287713196,-0.4336542172338135,2.088159605580274,7,1.0,10.0
6.0,5.0,3.0,4.0,5.0,2.0,7.0,1.0,6.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,3.0,3.0055674152468677,1.3053953686863526,-0.6856102697253941,-1.2793959136447772,-1.2021847607136116,0.643638477469395,-1.459496253443604,-0.7693604449702311,-0.19048736003193936,-0.12906331051693942,3,1.0,15.0
6.0,2.0,2.0,3.0,5.0,7.0,4.0,6.0,1.0,2.0,7.0,2.0,2.0,2.0,2.0,4.0,2.0,-2.1583772328679216,-0.6619796673266861,1.507819093685004,-0.04934690664456481,-0.5392345480203605,0.36046987119981266,0.5272567164054227,-0.3771313654336555,0.21054872983059256,0.7326962232306927,6,1.0,43.0
6.0,5.0,2.0,1.0,4.0,7.0,6.0,5.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,6.0,3.0,-0.8614975403178926,-1.1263161570366964,0.7605756704760264,-1.1075144794014646,-0.6465564321230447,-1.0846464950955959,0.792717020658308,-1.2796390238912219,0.503293075183767,-0.39336856941854437,6,1.0,32.0
4.0,3.0,1.0,4.0,6.0,7.0,2.0,3.0,5.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,5.0,-1.3794957896039843,-0.30029909476570293,-0.4810239814098885,0.767576854660125,0.032352018376401184,0.6643436782364899,-0.7685463205487427,-1.4949375507946447,1.0505765632647293,-0.2587426185504186,4,1.0,31.0
5.0,2.0,1.0,6.0,5.0,7.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,-1.1038426817197278,0.24804505673850946,-0.5494496943425095,1.353425997529498,-0.34513984552863525,0.19236906162897052,0.10455402559636877,-0.9565863698859756,0.31185698519366084,0.9681224661887877,4,1.0,16.0
