Weekly GroceryExpenditure,Weekly Eating Out Expenditure,Finding affordable foods that fit my budget,"Avoiding foods that contain pesticides, added hormones & antibiotics","Finding convenient, quick-to-make alternatives",Finding foods my children will eat,Losing weight,Finding time to cook at home,"Avoiding certain nutrients or ingredients (i.e. sodium, carbohydrates, trans fats, etc.)",CurrentlyFarm,Age,MaritalStatus,NumberInHousehold,Children<12,CurrentlyOnFoodStamps,Education,Approximate / annual household income before taxes in 2012,0,1,2,3,4,5,6,7,8,9,Cluster,Race,State
5.0,5.0,5.0,1.0,2.0,6.0,7.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,5.0,7.0,-0.5799868498921017,-1.8086350530070407,0.20242347221685839,-2.555346359847686,0.7021733179423454,-0.4288106326862813,-0.06552213587346024,0.5332282215054076,-0.4351024211088064,-0.8052063277696561,0,14.0,5.0
9.0,4.0,7.0,4.0,2.0,3.0,5.0,1.0,6.0,2.0,4.0,2.0,3.0,2.0,2.0,6.0,9.0,2.2618051642662245,-2.1331208533618806,-2.096215328036053,-1.3314544536329342,0.0996130075317703,0.19532522245613249,-0.6978173803188022,0.6492231430089748,-0.06520649751210823,-0.9401464386875795,3,1.0,31.0
8.0,8.0,7.0,1.0,5.0,4.0,6.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,6.0,9.0,2.018219808181074,-3.513457261242765,0.8781251210929947,-1.5146577528521834,-0.1845232120474052,-0.5734651840423162,-0.8603282165463062,0.29679847806480414,0.2915146797060014,-0.09313628805185731,0,5.0,31.0
9.0,9.0,3.0,7.0,5.0,4.0,1.0,6.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,6.0,4.0,2.997496183469748,-0.9991633565607224,0.46881630429280247,1.4771991872431578,-0.228802824170039,1.4797763352093067,1.3872984582910475,-0.4619234256622066,-0.007867477909357516,1.5914225551372791,3,1.0,5.0
5.0,3.0,2.0,6.0,4.0,1.0,7.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,9.0,2.7557337202055394,0.7788941357601881,-1.283017127929249,-0.6351102673958392,-1.0522775913425704,0.04510203846761832,-0.27502896587597847,-1.1775873921791107,-1.426892998254507,0.3095205696434507,3,1.0,27.0
9.0,9.0,7.0,2.0,6.0,1.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,9.0,3.545226603749872,-2.6298673012901457,0.41606560850303737,-0.5251900552909651,-0.4729027418867722,0.68922442953479,-1.273913936448338,0.40914776483718457,0.8993708088253619,-1.0275777377968296,3,1.0,43.0
2.0,1.0,1.0,4.0,5.0,7.0,2.0,3.0,6.0,2.0,5.0,4.0,1.0,2.0,1.0,3.0,1.0,-2.6751060955520605,2.351439231783557,0.00032553294794488005,0.25789829568107064,1.9464261319568952,0.9305147554192714,-1.1166997407726889,-0.3480562883622657,1.047711976792729,-0.4858846145540125,1,2.0,36.0
6.0,7.0,2.0,3.0,7.0,5.0,4.0,6.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,2.051512100045398,1.1082660892022087,2.969170938637694,0.6794765518496085,-0.3945882868207262,-0.0012671001912361657,0.3582695580379033,0.29343457944563023,1.192114635559879,1.5319972268387885,2,1.0,47.0
3.0,3.0,1.0,6.0,4.0,3.0,7.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,6.0,5.0,1.0066398261275924,1.2212244052632235,-1.618819072217875,-0.8339477246033424,-0.41788402530132085,-0.30852009867699476,-0.6019855527650844,-1.8119816234992514,-1.3733202599576584,0.4562575032336295,7,2.0,14.0
2.0,2.0,1.0,6.0,5.0,3.0,2.0,7.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,-1.3235530033802057,2.6989213281361493,0.8428530786583541,1.8299916475720313,0.43677800512964104,0.38266241429210396,0.6663467504024283,0.225687168646149,-0.01745829088699651,0.2547146127266174,4,1.0,14.0
4.0,4.0,5.0,7.0,2.0,1.0,6.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.810107918937821,3.3216272709722716,0.3766986182642861,-0.4148239557594997,2.8932382181388596,-0.9646472612972047,0.42099996159033864,2.3421662032501076,-0.1570226911760882,1.2875070441840986,5,1.0,5.0
6.0,5.0,3.0,5.0,1.0,7.0,4.0,6.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,7.0,0.5146379876718875,0.30957044061455136,0.2337659210161855,-0.21253918646608969,1.1716029174680573,-0.5964649831176029,2.281372725498714,1.3026140732131954,0.20204264956059526,0.9895339900471524,4,1.0,33.0
7.0,3.0,3.0,6.0,4.0,1.0,7.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,1.4195462170387994,0.3886752940426173,-1.5526302313639373,-1.0974885805940642,-0.7155629059482891,0.1490510760346669,-0.8953088963776342,-0.5005585395728528,-0.5022023549220481,0.3869579544212692,3,1.0,14.0
4.0,1.0,1.0,2.0,5.0,7.0,6.0,4.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,-2.683348122851109,1.0718002266104154,0.7710909159461878,-0.6954934468976048,-1.029120322397369,-0.5732250460134388,-0.5559718117768906,-0.29853834891079617,0.7911658095884118,-0.03620519175067278,6,1.0,17.0
6.0,6.0,7.0,2.0,3.0,6.0,5.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,8.0,2.369531459330719,-2.111087086615054,0.8265701121866942,-0.6679477589512113,-0.36363001207466245,-0.8370711608765222,0.14264576459761663,1.086055995708037,-0.9724641205022351,0.26047653810080706,3,1.0,44.0
3.0,1.0,4.0,6.0,3.0,7.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,3.0,-1.0842213056765784,-0.1605519220822282,-2.416088838053869,1.6079788605446346,0.7580450963841542,-1.24344888613442,-0.5247133996542157,-0.8964558621393177,-1.0345613704830896,-0.369897710051617,7,1.0,36.0
4.0,4.0,6.0,4.0,7.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,0.3222677942544081,1.232560305688287,-0.007120542487982811,1.463807732625586,0.8787957015551635,-1.1723563208124437,-2.7160641046100817,1.0308837940109046,1.101221665026694,-0.23976594582476055,4,2.0,23.0
6.0,6.0,3.0,1.0,4.0,7.0,6.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,4.0,-0.12787499366866326,-1.328349949612975,1.0135564195584243,-1.0675237823385197,-0.4781441400845275,-1.4085735542939526,0.5872551442142643,-0.8127917229167503,0.19134809633827374,-0.05917050309029374,6,1.0,5.0
7.0,4.0,2.0,6.0,3.0,7.0,4.0,1.0,5.0,2.0,7.0,2.0,2.0,2.0,2.0,6.0,7.0,-0.38329154963861667,-1.5951470668113032,-2.3805029497940526,-0.807246234864888,0.5553848726475381,0.7471455236422831,-0.013477176303459959,-1.2135390617583552,0.8613351472339521,0.5803622853064001,0,1.0,6.0
2.0,1.0,1.0,2.0,6.0,7.0,4.0,5.0,3.0,2.0,6.0,5.0,1.0,2.0,2.0,2.0,1.0,-3.6638593627091516,0.9512684730014735,1.643372619378666,-0.6891668789418226,0.41887715844357054,1.501654243219253,-1.2375887522165983,-0.3048477293134772,0.27606338139340136,-0.3146569905416874,1,1.0,18.0
5.0,6.0,1.0,5.0,2.0,4.0,3.0,7.0,6.0,1.0,3.0,2.0,3.0,1.0,1.0,6.0,5.0,2.72459818660851,2.131879746009908,0.5330774899157517,0.06639533259986483,3.9129302689099275,-0.4356625394510116,2.6621254569542376,-1.2824760961705506,0.36245032330181387,-0.42595089737258346,5,1.0,5.0
8.0,8.0,7.0,4.0,2.0,1.0,5.0,3.0,6.0,2.0,2.0,2.0,4.0,1.0,2.0,5.0,8.0,4.517174436102469,-0.9772251554967143,-1.1412974557224143,-0.9822605678022721,-0.30275006252602404,0.4585810138727284,0.003371547663335326,1.1964225633341072,-0.5627668986980174,-1.107500860950069,3,1.0,5.0
4.0,3.0,1.0,7.0,3.0,2.0,4.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.35219788273217134,2.4260199891603134,-1.1136099842896952,1.1018937946188432,-1.1181725757700465,-0.22162648187761144,0.9433434587739328,0.2707798044630785,-0.3961028384318434,-0.0808323955241837,7,2.0,14.0
8.0,1.0,7.0,3.0,1.0,5.0,6.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0251167333975233,-0.25964223354680876,-0.21374920857028276,-0.492809869793225,-1.614736542797415,-1.6678109999587767,0.6158016491496789,2.0364373390871044,-0.9197717697394368,0.0016173725348895475,3,2.0,10.0
9.0,3.0,7.0,2.0,5.0,4.0,6.0,3.0,1.0,2.0,6.0,5.0,2.0,1.0,2.0,5.0,7.0,0.9619020257863888,-2.3844435264067583,1.650769245922336,-2.3702438942379,0.682144477436012,1.7684666727790135,-1.6301066724244497,1.0317224138628038,-0.7764034879277035,0.5718121711475276,0,1.0,10.0
2.0,1.0,1.0,6.0,3.0,5.0,7.0,2.0,4.0,2.0,6.0,5.0,1.0,2.0,2.0,3.0,2.0,-2.815103036894717,1.4927571834228812,-1.2087047005815277,-2.151667833619062,0.7835243436422508,1.6544303344654634,-1.210780779972621,-0.0309532024700409,-0.6285750960490282,0.7287795986319544,1,1.0,5.0
3.0,1.0,1.0,3.0,5.0,7.0,2.0,6.0,4.0,2.0,6.0,3.0,1.0,2.0,2.0,3.0,3.0,-2.9298676265175527,0.3571596397866454,0.7430077805563446,0.598853275052093,0.23949601694469452,0.9435766163298436,0.023916176570993944,-0.7103041551565763,0.21869341958035854,-0.7518197051367221,1,1.0,8.0
3.0,1.0,1.0,5.0,4.0,7.0,2.0,6.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,-1.8954023766064918,1.8764128430288853,0.42656810354325125,1.6306393439597218,0.915830821398457,-1.279928764804297,1.0650190832849453,-0.7319795805887307,-0.1834666467245852,0.5537331715334208,4,1.0,18.0
3.0,1.0,2.0,4.0,1.0,7.0,6.0,3.0,5.0,2.0,6.0,4.0,1.0,2.0,2.0,3.0,1.0,-2.982069155966066,1.1272057389547971,-1.3011208383903952,-1.9369042715462832,0.5908164068276479,0.7181698818579387,-0.03835660767163946,0.5385739441823003,-0.1480759159432737,-0.5754537289266539,1,1.0,38.0
5.0,1.0,2.0,4.0,3.0,7.0,5.0,1.0,6.0,2.0,5.0,2.0,3.0,2.0,2.0,6.0,4.0,-0.6963639646986021,0.06949057511647526,-1.9333739439964441,-0.8986303205438452,-0.10522678959094683,-0.050907512555896595,-0.5862492461381206,-1.366408580072635,0.12532482977172962,-0.4613497481862474,7,1.0,6.0
8.0,3.0,3.0,1.0,5.0,4.0,6.0,7.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,-1.2539825028093974,-0.4255068437449515,2.5739016148505782,-1.839805344962403,-0.2070483699521284,1.459476386175763,-0.03039092765027584,0.5081264997332808,0.23377810869245835,-0.30354209784484104,1,1.0,10.0
9.0,5.0,7.0,3.0,6.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,6.0,8.0,3.424786535657572,-2.2145922900382584,0.34588450413079,-0.08088234437647705,-0.5428687047643936,-0.34623071272145034,-1.681531889035161,0.10451452115048154,-0.1018810792634049,0.8123121488556764,3,1.0,33.0
3.0,1.0,1.0,2.0,5.0,7.0,3.0,6.0,4.0,2.0,4.0,5.0,3.0,2.0,1.0,3.0,1.0,-2.1412364103496295,2.1658186180172794,2.1110704702071597,-0.26165569246152987,1.307886051749268,1.361712091793788,-0.10057879162304868,-0.11564931002351535,0.5341508251839403,-0.3847596337550671,1,2.0,5.0
7.0,6.0,3.0,7.0,1.0,5.0,4.0,2.0,6.0,2.0,6.0,2.0,3.0,2.0,2.0,5.0,4.0,0.5103006408384262,-0.4784633240527095,-2.8013921720661004,-0.7664327071779136,0.2935882917150444,1.052119387979304,0.7909745869356956,0.1817816624299019,0.6312902370541836,0.14212670684658965,7,4.0,5.0
2.0,1.0,1.0,4.0,5.0,7.0,6.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,2.0,4.0,3.0,-2.70680712246782,0.6371457073370423,-0.2835920238541699,-1.2586031683254841,0.4262157553570886,0.3638242418171505,-1.5571798919673696,-1.0147385740712067,-0.2507499751348609,0.6804693640894427,1,2.0,3.0
9.0,4.0,1.0,2.0,4.0,6.0,3.0,7.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,-0.27643280142888826,-0.34022713463691423,0.9671402198906021,0.02564350487599438,-1.2548743614148383,1.2416562127626232,1.65492207589694,-0.15474489183383963,1.9621083537929036,-1.0454196592298015,6,1.0,31.0
3.0,3.0,1.0,5.0,2.0,3.0,4.0,7.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,6.0,1.8132312777598363,2.816031187037581,0.48521341645662963,-0.10834659415909116,3.8776859854435455,-0.6638017683141383,2.0695250543561663,-1.0766232537016793,-0.4609561602090099,-0.6666077719061771,5,1.0,22.0
6.0,1.0,3.0,1.0,5.0,6.0,4.0,7.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,-1.2381236219458975,-0.43382528103573476,2.1259879629126557,0.02537263749754449,-0.8733496678339153,-0.044802593609799796,0.5019219881167732,-0.5520165520452761,-0.47006384462792067,-0.4964990063932389,6,1.0,5.0
6.0,2.0,2.0,1.0,7.0,6.0,5.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,-0.9399971019938386,0.08786217562539973,1.4404763147142738,0.1468836876815251,-1.7460772685876451,-0.8100079928489672,-0.9644895051697348,-0.5276350373101352,1.4013116204074365,-0.21784786270756798,6,1.0,44.0
4.0,3.0,3.0,5.0,6.0,7.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,5.0,-1.6509737862222365,-0.7192957945854545,0.3227401740709604,1.5836785223347056,-0.11563381516352314,0.6451152195490214,-0.6683583740004231,0.28964773377595376,0.761047041309859,0.8125971394935786,4,1.0,33.0
3.0,4.0,6.0,5.0,3.0,7.0,1.0,4.0,2.0,2.0,6.0,4.0,1.0,2.0,2.0,7.0,6.0,-1.468677229925663,-2.5313281961414242,-0.568337766839516,0.2785059945437718,2.2762531637520627,0.6456704408408341,-0.3768701051969967,0.20160525069856847,-1.523365952250869,0.1614302598840132,0,1.0,33.0
4.0,5.0,7.0,3.0,5.0,4.0,2.0,1.0,6.0,2.0,3.0,2.0,3.0,1.0,2.0,6.0,6.0,2.387031872690247,-0.8487260086317833,-0.9213980130341156,0.5729899876020828,0.549401381825444,-0.18063337457348708,-2.14333748256997,-0.02608764088752333,-0.7436075471142614,-1.4086018439683414,3,2.0,21.0
6.0,6.0,1.0,4.0,2.0,7.0,6.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,7.0,1.623085997346693,0.9006319062050657,0.3404643237221393,-0.9743042467279595,0.4221376070290786,-0.6606670944009398,2.037808855565571,-0.13213334174511746,0.6065834317986994,1.0085948556747455,3,1.0,5.0
6.0,2.0,5.0,3.0,4.0,7.0,1.0,6.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,6.0,3.0,0.5233279330378616,-0.7229469885886114,1.1065601624706574,1.3448836693844115,-0.028973879617829757,-0.12432276143831715,0.5783341951073222,-0.016638250667202727,-1.2602634312171974,-0.1913499771836249,4,1.0,3.0
6.0,7.0,7.0,2.0,4.0,1.0,6.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,9.0,2.4815720995206476,-1.2591526109178843,0.014941898164201925,-1.1809909081985523,-0.9183373259883011,0.28552704548382063,-1.1658288024004906,1.7836854418523587,0.42574788059171365,-1.2711026964809775,3,1.0,33.0
4.0,1.0,4.0,3.0,5.0,7.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,5.0,2.0,-2.2834193105913387,-0.8539636649193564,0.9201082049840358,1.6282036035076828,0.06693914131729382,-0.6458362897866438,0.07825609707956813,-0.26849078659498565,-0.5875680263548931,-0.3355612395579322,4,1.0,50.0
2.0,3.0,3.0,7.0,2.0,6.0,5.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,2.0,3.0,2.0,-2.4548550271163583,0.718239615360292,-2.0637935551569986,-1.5035329065395133,1.442298472944058,1.5297658615958687,-1.223387112589955,0.944276445395211,-0.38276383855151686,0.8016425576575541,1,1.0,10.0
6.0,1.0,1.0,4.0,2.0,7.0,6.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,-0.6077851571744026,1.5702951000059113,-1.3608355978562126,-0.46354073016567765,-1.6473564001025327,-1.0321391556267796,0.751664434698503,-0.230042971419873,0.6979655946330933,-0.12450542563498504,7,1.0,44.0
9.0,8.0,4.0,7.0,5.0,3.0,1.0,2.0,6.0,2.0,5.0,2.0,3.0,2.0,2.0,6.0,7.0,2.247424512505329,-1.8622665996684793,-1.8715610706645829,0.7892476530220796,0.4759455481513961,1.7182310449416196,-0.4372974325284525,-0.6451280957242571,1.1719458101312434,0.20164423995257913,0,1.0,33.0
8.0,1.0,5.0,6.0,3.0,7.0,1.0,2.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,9.0,-0.10970981851410276,-2.7644148525832746,-2.0035866237364033,0.586883897603766,0.9921600371087883,0.6929508268364768,-0.1117064907058547,-0.5468131490369139,-0.2534802979409845,0.2671383890365988,0,1.0,22.0
3.0,2.0,2.0,6.0,3.0,7.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,-0.7762899586501576,1.1596164718751836,-2.4697444855335475,0.5870932080714453,-0.3651071668464494,-1.409359643974082,-0.5391846183046549,-0.8289943361124136,-0.13762992598385354,0.29878031810160033,7,1.0,26.0
3.0,3.0,1.0,4.0,2.0,5.0,7.0,6.0,3.0,2.0,7.0,5.0,1.0,2.0,2.0,6.0,3.0,-2.50721576792294,-0.07785716894344748,0.2067893727074479,-2.6202117205976236,1.2568969126567024,1.5941221764573688,0.7752813194361908,-0.8475618878719263,-1.5138281768748492,0.05948496763342603,1,1.0,10.0
3.0,2.0,5.0,7.0,1.0,6.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,-1.291150224542102,-0.7841730507542229,-2.075675413528255,1.0571769610704833,0.7285022113104697,-0.7152531294872492,0.7286145876891876,0.8133625421696199,-1.4692541356010693,0.2509072701997408,4,1.0,36.0
4.0,3.0,3.0,1.0,4.0,2.0,6.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,0.4676689524313894,0.9021003644475286,0.08345984859302608,-0.9205823271559481,-0.6773349869095577,-0.5359875446597776,-0.45806959645251766,-0.8500677327061481,-0.6375071992628717,-2.4564475227526485,2,4.0,7.0
5.0,2.0,1.0,3.0,4.0,7.0,6.0,5.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,5.0,3.0,-2.0619579871958535,-0.4393124625484197,0.6419893677439804,-1.088788615797723,-0.42188895712445795,0.030163768329006437,0.5872768320383946,-1.1058482293222645,-0.10594124660950785,0.5660169474107968,6,1.0,3.0
4.0,2.0,4.0,2.0,5.0,7.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,-0.8872308353392667,-0.9656296295547738,1.4247447530312143,0.8948638953100543,-0.37580960979244216,-1.2550437587088803,0.061328372542679636,-0.3360924681237045,-0.8823325142587263,0.010064958876789307,6,4.0,14.0
4.0,4.0,4.0,5.0,6.0,2.0,3.0,1.0,7.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,-0.059606164479358396,0.6209935656494291,-1.343600930044359,0.2846851992636234,0.15608303472375365,1.0306375001907535,-2.4274371878285788,-0.24606611264076367,0.4319597944956298,-0.9296159426785499,7,1.0,33.0
6.0,7.0,6.0,3.0,4.0,7.0,1.0,2.0,5.0,2.0,6.0,2.0,2.0,2.0,2.0,5.0,5.0,0.1004660143222758,-2.278143286575628,-0.9672511838123052,0.4447723454312581,0.833196733399047,0.023945160961529554,-0.7754154718019343,0.42472364962281034,1.2198499288275138,-0.9654947845221707,0,1.0,31.0
6.0,2.0,3.0,1.0,4.0,7.0,6.0,5.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,-1.9656363318735839,-0.06560714546162354,1.1762724933043385,-0.665569056879198,-1.3650230383524753,-1.3405194316303355,0.23742070679891467,0.6324208147467186,0.8746601982612859,-0.2194691708212217,6,3.0,34.0
6.0,2.0,1.0,2.0,4.0,7.0,5.0,6.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,5.0,3.0,-1.7381561197464293,-0.41149893367071266,0.9401924465756515,-0.7322505202938732,-0.5483376110990942,0.06750868451574836,0.9677667309801,-1.1852678523378508,0.20359765236700603,-0.2527709975211056,6,1.0,3.0
5.0,8.0,5.0,1.0,6.0,7.0,2.0,4.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,5.0,8.0,-0.08522919083839146,-3.2443140444421057,0.9418452312380404,0.18018312710802684,0.5956241362474328,-0.08195592977314763,-0.6553521017287751,-0.41105750983219996,1.1045297807400634,-0.7297409829259166,0,1.0,3.0
3.0,1.0,1.0,2.0,4.0,6.0,7.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,-2.048620140237253,2.177990095831767,1.6459304048119967,-1.7494925096703882,0.9257278238864963,-0.03808664587642377,-0.08791392855884776,-0.28819421063902245,-0.11056537016885509,0.233008314073762,1,1.0,11.0
5.0,2.0,6.0,1.0,5.0,7.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,-0.8389506991601442,-0.8557346315298082,1.3181577398779414,0.5213308590128111,-0.842332318969715,-0.6718167268203029,-0.9966564328077012,1.4249880792332592,0.4485835682887034,-0.5127686143268443,6,1.0,33.0
3.0,1.0,2.0,3.0,5.0,7.0,1.0,6.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,-2.4556858740598666,0.3909878733941461,0.7393587201127919,1.418319620599385,-0.2967208755169062,0.6523061779181518,0.06913435587327706,-0.04853853064056939,0.43722207677871056,-0.8907612426238382,4,1.0,50.0
7.0,3.0,4.0,2.0,7.0,5.0,3.0,6.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,6.0,7.0,0.02778671968895486,-2.186456114812523,2.0190005854247324,0.6089212964304235,-0.3441100664812805,-0.14190744861485322,-0.3547543511284077,-1.0455771016945639,-0.38260343340204456,0.278833833140135,0,1.0,41.0
5.0,2.0,1.0,6.0,2.0,3.0,7.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,-0.935147574709715,1.681845127322794,-1.335062568506122,-1.2661814924523298,-0.9324918916726834,0.7792844812683184,0.5388547348264279,0.3919445987422706,-0.017509759328266757,0.15267968867765752,7,1.0,36.0
4.0,4.0,5.0,2.0,4.0,7.0,1.0,6.0,3.0,2.0,6.0,5.0,1.0,2.0,2.0,5.0,3.0,-2.1533237841889945,-1.5819958578731255,1.1939796668456157,-0.0926609678189342,1.7423814791365193,1.3970812821070804,-0.26475387053666927,0.4746471988393941,-0.414944035965809,-1.066059276301762,1,1.0,44.0
4.0,3.0,4.0,2.0,5.0,7.0,3.0,6.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,-1.6019523367433808,-0.964278827239022,1.6531596371263755,0.6370031581227015,-0.5576607899571202,-0.35645064115397573,0.024234514891310135,0.817979328465863,0.22502048833626082,0.04354758462363659,6,1.0,34.0
3.0,2.0,6.0,2.0,4.0,7.0,5.0,1.0,3.0,2.0,6.0,5.0,1.0,2.0,2.0,3.0,2.0,-2.4975619308815493,-0.5519951841605355,0.060550901469916124,-1.7262776575376007,1.115229053174425,0.5227782334377827,-2.530360849627991,1.434436714020062,-0.031114925359535462,-0.3624666742582706,1,1.0,50.0
4.0,1.0,1.0,4.0,5.0,7.0,3.0,6.0,2.0,2.0,6.0,4.0,1.0,2.0,2.0,3.0,2.0,-3.155706875256553,0.2763921351966,1.1524353652036423,0.029394023013319833,0.3414786088319602,1.425147806028652,0.03470420507978252,-0.3364316207472466,-0.014621888101408341,0.49311738765985264,1,1.0,11.0
3.0,1.0,1.0,7.0,4.0,6.0,2.0,5.0,3.0,2.0,7.0,5.0,1.0,2.0,2.0,5.0,3.0,-3.011713176739937,0.06470066418124777,-0.39986929959021245,0.0017364013453188133,1.65125477784015,2.6344813768979303,-0.08446295626904816,-0.8103238282398322,-1.036141122057506,0.8399122031879582,1,1.0,3.0
9.0,6.0,4.0,1.0,6.0,3.0,7.0,5.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,5.0,3.1720778141041137,-0.7186380927932681,2.3279684060378245,-1.2795233598336948,-1.7371187864282212,0.27694462119982866,-0.13809082440571163,-0.36902177387818136,-0.07733483246005121,0.2962505381597562,3,1.0,10.0
6.0,3.0,4.0,3.0,2.0,6.0,7.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,-0.384976970590425,0.6936774493194791,-1.6896182957319248,-1.1883987461056487,-1.1877034671564726,-1.9190909033770849,-0.5877232184861544,1.1369055689400978,1.0943011493799966,-0.522272407239336,7,1.0,31.0
6.0,6.0,4.0,2.0,7.0,3.0,6.0,5.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.3929254601939367,1.3309582149763153,3.164538813878409,-0.21821915771386152,-0.6232933729836867,-0.38393522701900296,-0.6778522223721976,1.024121936024368,0.578721162198617,1.1843667507614934,2,1.0,5.0
6.0,3.0,6.0,4.0,1.0,3.0,7.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,6.0,0.648884815322587,-1.0445403478770476,-0.24975018877255586,-1.4997967571416553,-0.4350611545670809,-0.41735334060394735,0.7730369824735277,1.327031356641188,-1.7272111375848833,0.12247223719015493,3,1.0,29.0
2.0,2.0,1.0,4.0,2.0,7.0,6.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,-0.6239064162520946,1.7310782697489926,-1.6135616623723104,-0.2088283103199798,-0.9956360836798579,-1.8976700483805335,0.46921523104658036,-1.0831099932344312,-0.6164705425775855,-0.36240160926192,7,1.0,1.0
5.0,7.0,3.0,5.0,4.0,7.0,1.0,6.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,-1.2278657784748483,-0.8481460455218743,0.429718635795177,1.2654973953294606,-0.004430862941319346,0.6683802690726313,1.0331234359411658,0.9762043098278709,1.1315655346742706,0.598503559037579,4,1.0,10.0
9.0,4.0,2.0,4.0,6.0,7.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,6.0,5.0,1.744364917610877,-0.8939273246042838,0.8829171680479422,1.3367156072238884,-0.6064559716099004,0.9703460378440061,0.6316682196734847,-1.5296177313202466,0.46209593567494406,0.6096252058440736,3,1.0,15.0
8.0,6.0,7.0,3.0,2.0,6.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,5.0,2.2657963529426453,-1.1780547234523926,0.8218761273953583,-0.10735892683510918,-0.8764395241679925,-0.4625398978242773,0.9759038746305888,2.337514406535125,-0.2740974239611712,0.43842413419052934,3,1.0,5.0
5.0,2.0,1.0,7.0,3.0,2.0,6.0,4.0,5.0,2.0,7.0,4.0,2.0,2.0,2.0,3.0,2.0,-1.422457993576267,1.4391699991620763,-1.0051482731099806,-1.5641275050049959,0.18187045907805513,2.727515797538999,-0.1539186614818106,0.11548402708145068,-0.4114782324924624,0.4340762986046387,1,1.0,19.0
